#Lambda		#gdark		#mchi		#mbx		#mphi		#omega 
   1.0000000000000000E-008   1.2310982500000000E-004  0.50000000000000000        1.0000000000000000E-003   5.0000000000000000       0.10376383326499999     
   1.0000000000000000E-008   2.4621965000000000E-004  0.50000000000000000        2.0000000000000000E-003   5.0000000000000000       0.10369759317299999     
   1.0000000000000000E-008   3.6932947500000000E-004  0.50000000000000000        3.0000000000000001E-003   5.0000000000000000       0.10358738435800000     
   1.0000000000000001E-009  0.61554912500000003       0.50000000000000000        50.000000000000000        1.0000000000000000       0.10341918330300000     
   1.0000000000000001E-009  0.12310982500000001       0.50000000000000000        10.000000000000000        1.0000000000000000       0.10325812123899999     
   1.0000000000000000E-008   6.1554912500000000E-004  0.50000000000000000        5.0000000000000001E-003   5.0000000000000000       0.10323631503300000     
   1.0000000000000000E-008   9.8487860000000000E-004  0.50000000000000000        8.0000000000000002E-003   10.000000000000000       0.10306995216200000     
   1.0000000000000000E-008   9.8487860000000000E-004  0.50000000000000000        8.0000000000000002E-003   8.0000000000000000       0.10300426129400000     
   1.0000000000000000E-008   9.8487860000000000E-004  0.50000000000000000        8.0000000000000002E-003   5.0000000000000000       0.10239065918300000     
   1.0000000000000000E-008   6.1554912499999998E-003  0.20000000000000001        5.0000000000000003E-002   10.000000000000000       0.10236084382799999     
   1.0000000000000000E-008   6.1554912499999998E-003  0.20000000000000001        5.0000000000000003E-002   8.0000000000000000       0.10234993413000000     
   1.0000000000000000E-008   1.2310982500000000E-003  0.50000000000000000        1.0000000000000000E-002   10.000000000000000       0.10229124449700000     
   1.0000000000000000E-008   6.1554912499999998E-003  0.20000000000000001        5.0000000000000003E-002   5.0000000000000000       0.10224741088000000     
   1.0000000000000000E-008   1.2310982500000000E-003  0.50000000000000000        1.0000000000000000E-002   8.0000000000000000       0.10222657623400000     
   1.0000000000000000E-008   1.2310982500000000E-003  0.50000000000000000        1.0000000000000000E-002   5.0000000000000000       0.10162249045799999     
   1.0000000000000001E-009   6.1554912499999998E-003  0.29999999999999999       0.50000000000000000       0.59999999999999998        9.8851405007000001E-002
   1.0000000000000000E-008   2.4621965000000000E-003  0.50000000000000000        2.0000000000000000E-002   10.000000000000000        9.6240216114999999E-002
   1.0000000000000000E-008   2.4621965000000000E-003  0.50000000000000000        2.0000000000000000E-002   8.0000000000000000        9.6183215995999993E-002
   1.0000000000000000E-008   2.4621965000000000E-003  0.50000000000000000        2.0000000000000000E-002   5.0000000000000000        9.5650515921999996E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.29999999999999999        5.0000000000000003E-002   10.000000000000000        9.2265012199999996E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.29999999999999999        5.0000000000000003E-002   8.0000000000000000        9.2245787529999998E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.29999999999999999        5.0000000000000003E-002   5.0000000000000000        9.2065329855000003E-002
   1.0000000000000001E-009   9.8487860000000000E-003  0.50000000000000000       0.80000000000000004        1.0000000000000000        9.0619601014999995E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.10000000000000001        5.0000000000000003E-002   1.0000000000000000        8.8957133790000004E-002
   1.0000000000000000E-008   1.2310983000000000E-005  0.20000000000000001        1.0000000000000000E-004   1.0000000000000000        8.5135020588000002E-002
   1.0000000000000000E-008   6.1554912999999998E-005  0.20000000000000001        5.0000000000000001E-004   1.0000000000000000        8.5131490355999997E-002
   1.0000000000000000E-008   1.2310982500000000E-004  0.20000000000000001        1.0000000000000000E-003   1.0000000000000000        8.5120460356000002E-002
   1.0000000000000000E-008   2.4621965000000000E-004  0.20000000000000001        2.0000000000000000E-003   1.0000000000000000        8.5076370230999995E-002
   1.0000000000000000E-008   3.6932947500000000E-004  0.20000000000000001        3.0000000000000001E-003   1.0000000000000000        8.5002992757000004E-002
   1.0000000000000000E-008   6.1554912500000000E-004  0.20000000000000001        5.0000000000000001E-003   1.0000000000000000        8.4769071927000006E-002
   1.0000000000000000E-008   9.8487860000000000E-004  0.20000000000000001        8.0000000000000002E-003   1.0000000000000000        8.4204491919999999E-002
   1.0000000000000000E-008   1.2310982500000000E-003  0.20000000000000001        1.0000000000000000E-002   1.0000000000000000        8.3690278004999993E-002
   1.0000000000000000E-008   1.2310983000000000E-005  0.59999999999999998        1.0000000000000000E-004   10.000000000000000        8.1465624198000006E-002
   1.0000000000000000E-008   6.1554912999999998E-005  0.59999999999999998        5.0000000000000001E-004   10.000000000000000        8.1462373985999995E-002
   1.0000000000000000E-008   1.2310982500000000E-004  0.59999999999999998        1.0000000000000000E-003   10.000000000000000        8.1452218773000004E-002
   1.0000000000000000E-008   2.4621965000000000E-004  0.59999999999999998        2.0000000000000000E-003   10.000000000000000        8.1411623688999998E-002
   1.0000000000000000E-008   1.2310983000000000E-005  0.59999999999999998        1.0000000000000000E-004   8.0000000000000000        8.1407607640000004E-002
   1.0000000000000000E-008   6.1554912999999998E-005  0.59999999999999998        5.0000000000000001E-004   8.0000000000000000        8.1404362206000003E-002
   1.0000000000000000E-008   1.2310982500000000E-004  0.59999999999999998        1.0000000000000000E-003   8.0000000000000000        8.1394221919999996E-002
   1.0000000000000000E-008   2.4621965000000000E-004  0.59999999999999998        2.0000000000000000E-003   8.0000000000000000        8.1353686487999996E-002
   1.0000000000000000E-008   3.6932947500000000E-004  0.59999999999999998        3.0000000000000001E-003   10.000000000000000        8.1344056693000003E-002
   1.0000000000000000E-008   3.6932947500000000E-004  0.59999999999999998        3.0000000000000001E-003   8.0000000000000000        8.1286218707999999E-002
   1.0000000000000000E-008   6.1554912500000000E-004  0.59999999999999998        5.0000000000000001E-003   10.000000000000000        8.1128607598000002E-002
   1.0000000000000000E-008   6.1554912500000000E-004  0.59999999999999998        5.0000000000000001E-003   8.0000000000000000        8.1071085404000001E-002
   1.0000000000000001E-009   1.2310982500000001        2.0000000000000000        100.00000000000000        100.00000000000000        8.0934380343000004E-002
   1.0000000000000001E-009   1.2310982500000001        2.0000000000000000        100.00000000000000        50.000000000000000        8.0934380030000003E-002
   1.0000000000000001E-009   1.2310982500000001        2.0000000000000000        100.00000000000000        10.000000000000000        8.0934079169000001E-002
   1.0000000000000001E-009   1.2310982500000001        2.0000000000000000        100.00000000000000        8.0000000000000000        8.0933433605999999E-002
   1.0000000000000000E-008   1.2310983000000000E-005  0.59999999999999998        1.0000000000000000E-004   5.0000000000000000        8.0866123935000006E-002
   1.0000000000000000E-008   6.1554912999999998E-005  0.59999999999999998        5.0000000000000001E-004   5.0000000000000000        8.0862922906000001E-002
   1.0000000000000000E-008   1.2310982500000000E-004  0.59999999999999998        1.0000000000000000E-003   5.0000000000000000        8.0852921354000004E-002
   1.0000000000000000E-008   2.4621965000000000E-004  0.59999999999999998        2.0000000000000000E-003   5.0000000000000000        8.0812940323000002E-002
   1.0000000000000000E-008   3.6932947500000000E-004  0.59999999999999998        3.0000000000000001E-003   5.0000000000000000        8.0746394659999998E-002
   1.0000000000000000E-008   9.8487860000000000E-004  0.59999999999999998        8.0000000000000002E-003   10.000000000000000        8.0608286771000001E-002
   1.0000000000000000E-008   9.8487860000000000E-004  0.59999999999999998        8.0000000000000002E-003   8.0000000000000000        8.0551523607000006E-002
   1.0000000000000000E-008   6.1554912500000000E-004  0.59999999999999998        5.0000000000000001E-003   5.0000000000000000        8.0534196385999998E-002
   1.0000000000000001E-009  0.61554912500000003        2.0000000000000000        50.000000000000000        100.00000000000000        8.0169749804000004E-002
   1.0000000000000001E-009  0.61554912500000003        2.0000000000000000        50.000000000000000        50.000000000000000        8.0169749496999995E-002
   1.0000000000000001E-009  0.61554912500000003        2.0000000000000000        50.000000000000000        10.000000000000000        8.0169454587000005E-002
   1.0000000000000001E-009  0.61554912500000003        2.0000000000000000        50.000000000000000        8.0000000000000000        8.0168821806000004E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.40000000000000002        5.0000000000000003E-002   10.000000000000000        8.0144492023999994E-002
   1.0000000000000000E-008   1.2310982500000000E-003  0.59999999999999998        1.0000000000000000E-002   10.000000000000000        8.0133985857000004E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.40000000000000002        5.0000000000000003E-002   8.0000000000000000        8.0119413045000004E-002
   1.0000000000000000E-008   1.2310982500000000E-003  0.59999999999999998        1.0000000000000000E-002   8.0000000000000000        8.0077910126999996E-002
   1.0000000000000000E-008   9.8487860000000000E-004  0.59999999999999998        8.0000000000000002E-003   5.0000000000000000        8.0021689564999998E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.40000000000000002        5.0000000000000003E-002   5.0000000000000000        7.9884273632000000E-002
   1.0000000000000000E-008   2.4621965000000000E-003  0.20000000000000001        2.0000000000000000E-002   1.0000000000000000        7.9647670694000000E-002
   1.0000000000000000E-008   1.2310982500000000E-003  0.59999999999999998        1.0000000000000000E-002   5.0000000000000000        7.9554466076999994E-002
   1.0000000000000000E-008   2.4621965000000000E-003  0.59999999999999998        2.0000000000000000E-002   10.000000000000000        7.6391969008999999E-002
   1.0000000000000000E-008   2.4621965000000000E-003  0.59999999999999998        2.0000000000000000E-002   8.0000000000000000        7.6341167468000001E-002
   1.0000000000000000E-008   2.4621965000000000E-003  0.59999999999999998        2.0000000000000000E-002   5.0000000000000000        7.5866764951999996E-002
   1.0000000000000001E-009   1.2310982500000001        2.0000000000000000        100.00000000000000        5.0000000000000000        7.4785598561000005E-002
   1.0000000000000001E-009  0.61554912500000003        2.0000000000000000        50.000000000000000        5.0000000000000000        7.4151709021999995E-002
   1.0000000000000000E-008   6.1554912499999998E-003   5.0000000000000003E-002   5.0000000000000003E-002   10.000000000000000        7.3734498391999997E-002
   1.0000000000000000E-008   6.1554912499999998E-003   5.0000000000000003E-002   5.0000000000000003E-002   8.0000000000000000        7.3734387185000000E-002
   1.0000000000000000E-008   6.1554912499999998E-003   5.0000000000000003E-002   5.0000000000000003E-002   5.0000000000000000        7.3733340871000003E-002
   1.0000000000000000E-008   6.1554912499999998E-003   5.0000000000000003E-002   5.0000000000000003E-002   1.0000000000000000        7.2964897606000001E-002
   1.0000000000000001E-009   9.8487860000000000E-003  0.29999999999999999       0.80000000000000004       0.59999999999999998        7.0063384103999996E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.50000000000000000        5.0000000000000003E-002   10.000000000000000        6.8235509378999998E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.50000000000000000        5.0000000000000003E-002   8.0000000000000000        6.8207599894999998E-002
   1.0000000000000000E-008   6.1554912499999998E-003   5.0000000000000003E-002   5.0000000000000003E-002  0.59999999999999998        6.8148397686999998E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.50000000000000000        5.0000000000000003E-002   5.0000000000000000        6.7946196013999996E-002
   1.0000000000000000E-008   6.1554912500009999        5.0000000000000003E-002   50.000000000000000        10.000000000000000        6.6610146167999998E-002
   1.0000000000000000E-008   6.1554912500009999        5.0000000000000003E-002   50.000000000000000        8.0000000000000000        6.6610146159999994E-002
   1.0000000000000000E-008   6.1554912500009999        5.0000000000000003E-002   50.000000000000000        5.0000000000000000        6.6610146078000004E-002
   1.0000000000000000E-008   6.1554912500009999        5.0000000000000003E-002   50.000000000000000        1.0000000000000000        6.6610084493999994E-002
   1.0000000000000000E-008   6.1554912500009999        5.0000000000000003E-002   50.000000000000000       0.59999999999999998        6.6609650852999996E-002
   1.0000000000000000E-008   6.1554912500009999        5.0000000000000003E-002   50.000000000000000       0.29999999999999999        6.6600478700999999E-002
   1.0000000000000000E-008   6.1554912500009999        5.0000000000000003E-002   50.000000000000000       0.20000000000000001        6.6538333434999999E-002
   1.0000000000000001E-009   9.8487860000000000E-003  0.59999999999999998       0.80000000000000004        1.0000000000000000        6.1478360745000002E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.20000000000000001        5.0000000000000003E-002   1.0000000000000000        5.9781535651000001E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.59999999999999998        5.0000000000000003E-002   10.000000000000000        5.7667307135999997E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.59999999999999998        5.0000000000000003E-002   8.0000000000000000        5.7638927727000001E-002
   1.0000000000000001E-009  0.12310982500000001        2.0000000000000000        10.000000000000000        50.000000000000000        5.7509806673999998E-002
   1.0000000000000001E-009  0.12310982500000001        2.0000000000000000        10.000000000000000        100.00000000000000        5.7509806673999998E-002
   1.0000000000000001E-009  0.12310982500000001        2.0000000000000000        10.000000000000000        10.000000000000000        5.7509659996000002E-002
   1.0000000000000001E-009  0.12310982500000001        2.0000000000000000        10.000000000000000        8.0000000000000000        5.7509345851000003E-002
   1.0000000000000000E-008   6.1554912499999998E-003  0.59999999999999998        5.0000000000000003E-002   5.0000000000000000        5.7373361077000001E-002
